"Message ID","Date","Event","Instrument","Action","Transect","Station","Cast","Latitude","Longitude","Seafloor","Author","Comment","Cruise","R2R_Event","dateTimeUTC","GPS_Time","dateTime8601","Revisions"
659,Mon  11 Sep 2017 03:35:18 +0000,"20170911.0335.001","Fish Net","At Target Depth","6","162",," 71.258058"," -149.376872",,"cHernandez","WPNT 6.3","skq201713s","skq201713s-SE-20170911.0335.001","20170910.2333","2017/09/10 23:33:01","2017-09-10T23:33:00+0000",
660,Mon  11 Sep 2017 03:37:00 +0000,"20170911.0336.001","Fish Net","End Target Depth","6","162",," 71.259335"," -149.254991",,"cHernandez","WPNT 6.3","skq201713s","skq201713s-SE-20170911.0336.001","20170911.0041","2017/09/11 00:41:01","2017-09-11T00:41:00+0000",
661,Mon  11 Sep 2017 03:37:40 +0000,"20170911.0337.001","Fish Net","recover","6","162",," 71.262824"," -149.168332",,"cHernandez","WPNT 6.3","skq201713s","skq201713s-SE-20170911.0337.001","20170911.0133","2017/09/11 01:33:01","2017-09-11T01:33:00+0000",
662,Mon  11 Sep 2017 21:09:51 +0000,"20170911.2109.001","Fish Net","deploy",,"164",," 71.215694"," -149.199045","280","cHernandez","Acoustic DVM Station","skq201713s","skq201713s-SE-20170911.2109.001","20170911.1819","2017/09/11 18:19:01","2017-09-11T18:19:01+0000"," & Tue Sep 12 20:30:54 2017"
663,Mon  11 Sep 2017 21:10:40 +0000,"20170911.2110.001","Fish Net","At Target Depth",,"164",," 71.218629"," -149.245047","280","cHernandez","Acoustic DVM Station","skq201713s","skq201713s-SE-20170911.2110.001","20170911.1848","2017/09/11 18:48:01","2017-09-11T18:48:01+0000"," & Tue Sep 12 20:31:15 2017"
664,Mon  11 Sep 2017 21:11:37 +0000,"20170911.2111.001","Fish Net","End Target Depth",,"164",," 71.224500"," -149.331965","280","cHernandez","Acoustic DVM Station","skq201713s","skq201713s-SE-20170911.2111.001","20170911.1938","2017/09/11 19:38:01","2017-09-11T19:38:01+0000"," & Tue Sep 12 20:31:33 2017"
665,Mon  11 Sep 2017 21:12:40 +0000,"20170911.2112.001","Fish Net","recover",,"164",," 71.228259"," -149.375777","280","cHernandez","Acoustic DVM Station","skq201713s","skq201713s-SE-20170911.2112.001","20170911.2012","2017/09/11 20:12:01","2017-09-11T20:12:01+0000"," & Tue Sep 12 20:31:54 2017"
666,Mon  11 Sep 2017 21:24:16 +0000,"20170911.2124.001","CTD911","deploy","Fish Trawl","164","164"," 71.220706"," -149.273142","279","cAshjian","Fish Trawl near 6.4","skq201713s","skq201713s-SE-20170911.2124.001","20170911.2107","2017/09/11 21:07:01","2017-09-11T21:07:01+0000"," & Tue Sep 12 18:57:30 2017 & Thu Sep 14 12:48:59 2017"
667,Mon  11 Sep 2017 21:24:51 +0000,"20170911.2124.002","CTD911","recover","Fish Trawl","164","164"," 71.220919"," -149.272766","279","cAshjian","Fish Trawl near 6.4","skq201713s","skq201713s-SE-20170911.2124.002","20170911.2122","2017/09/11 21:22:01","2017-09-11T21:22:01+0000"," & Tue Sep 12 18:58:17 2017 & Thu Sep 14 12:49:36 2017"
668,Tue  12 Sep 2017 00:39:36 +0000,"20170912.0039.001","Acrobat","deploy",,,," 71.222579"," -149.282630",,"cAshjian","Deep Water Test","skq201713s","skq201713s-SE-20170912.0039.001","20170911.2139","2017/09/11 21:39:46","2017-09-11T21:39:46+0000"," & Tue Sep 12 00:43:00 2017"
669,Tue  12 Sep 2017 00:40:32 +0000,"20170912.0040.001","Acrobat","recover",,,," 71.223429"," -149.413007",,"cAshjian","Deep Water Test - Recover to trim tail","skq201713s","skq201713s-SE-20170912.0040.001","20170911.2223","2017/09/11 22:23:16","2017-09-11T22:23:23+0000",
670,Tue  12 Sep 2017 00:41:16 +0000,"20170912.0041.001","Acrobat","deploy",,,," 71.223811"," -149.421441",,"cAshjian","Deep Water Test - ReDeploy, test 250 m w/o","skq201713s","skq201713s-SE-20170912.0041.001","20170911.2230","2017/09/11 22:30:01","2017-09-11T22:30:00+0000",
671,Tue  12 Sep 2017 00:42:23 +0000,"20170912.0042.001","Acrobat","recover",,,," 71.207859"," -148.815443",,"cAshjian","Deep Water Test","skq201713s","skq201713s-SE-20170912.0042.001","20170910.0025","2017/09/10 00:25:17","2017-09-10T00:25:16+0000",
672,Tue  12 Sep 2017 11:43:37 +0000,"20170912.1143.001","Fish Net","deploy","3","165",," 71.299070"," -150.521297","290","cHernandez","WPNT 3.45","skq201713s","skq201713s-SE-20170912.1143.001","20170912.0728","2017/09/12 07:28:01","2017-09-12T07:28:01+0000"," & Tue Sep 12 16:34:26 2017 & Tue Sep 12 20:32:28 2017"
673,Tue  12 Sep 2017 11:45:34 +0000,"20170912.1145.001","Fish Net","At Target Depth","3","165",," 71.297096"," -150.573225","290","cHernandez","WPNT 3.45","skq201713s","skq201713s-SE-20170912.1145.001","20170912.0758","2017/09/12 07:58:01","2017-09-12T07:58:01+0000"," & Tue Sep 12 20:32:46 2017"
674,Tue  12 Sep 2017 11:46:05 +0000,"20170912.1146.001","Fish Net","End Target Depth","3","165",," 71.294657"," -150.658278","290","cHernandez","WPNT 3.45","skq201713s","skq201713s-SE-20170912.1146.001","20170912.0847","2017/09/12 08:47:01","2017-09-12T08:47:01+0000"," & Tue Sep 12 20:33:02 2017"
675,Tue  12 Sep 2017 11:46:31 +0000,"20170912.1146.002","Fish Net","recover","3","165",," 71.293997"," -150.726426","290","cHernandez","WPNT 3.45","skq201713s","skq201713s-SE-20170912.1146.002","20170912.0928","2017/09/12 09:28:01","2017-09-12T09:28:01+0000"," & Tue Sep 12 20:33:21 2017"
676,Tue  12 Sep 2017 12:15:45 +0000,"20170912.1215.001","CTD911","deploy","fish ","165","165"," 71.295837"," -150.610415","287","sOkkonen","fish trawl mid-transect CTD","skq201713s","skq201713s-SE-20170912.1215.001","20170912.1038","2017/09/12 10:38:01","2017-09-12T10:38:00+0000",
677,Tue  12 Sep 2017 12:16:27 +0000,"20170912.1216.001","CTD911","recover","fish ","165","165"," 71.295833"," -150.610414","287","sOkkonen","fish trawl mid-transect CTD","skq201713s","skq201713s-SE-20170912.1216.001","20170912.1054","2017/09/12 10:54:01","2017-09-12T10:54:00+0000",
678,Tue  12 Sep 2017 15:14:45 +0000,"20170912.1514.001","Ring Net","deploy","fish trawl sample","165","1"," 71.295828"," -150.610429","289","pAlatalo",,"skq201713s","skq201713s-SE-20170912.1514.001","20170912.1108","2017/09/12 11:08:01","2017-09-12T11:08:01+0000"," & Tue Sep 12 15:16:05 2017 & Tue Sep 12 16:31:17 2017"
679,Tue  12 Sep 2017 15:15:29 +0000,"20170912.1515.001","Ring Net","recover","fish trawl sample","165","1"," 71.295832"," -150.610426","289","pAlatalo",,"skq201713s","skq201713s-SE-20170912.1515.001","20170912.1122","2017/09/12 11:22:31","2017-09-12T11:22:31+0000"," & Tue Sep 12 16:31:52 2017"
680,Tue  12 Sep 2017 15:20:22 +0000,"20170912.1520.001","Tucker Trawl","deploy","fish trawl sample","165","1"," 71.295928"," -150.614270","287","pAlatalo",,"skq201713s","skq201713s-SE-20170912.1520.001","20170912.1134","2017/09/12 11:34:31","2017-09-12T11:34:31+0000"," & Tue Sep 12 16:32:14 2017"
681,Tue  12 Sep 2017 15:21:01 +0000,"20170912.1520.002","Tucker Trawl","other","fish trawl sample","165","1"," 71.294978"," -150.641804","287","pAlatalo","1st net trips","skq201713s","skq201713s-SE-20170912.1521.001","20170912.1149","2017/09/12 11:49:16","2017-09-12T11:49:16+0000"," & Tue Sep 12 16:32:38 2017"
682,Tue  12 Sep 2017 15:21:27 +0000,"20170912.1521.001","Tucker Trawl","other","fish trawl sample","165","1"," 71.294606"," -150.654046","287","pAlatalo","2nd messenger trips 2 & 3rd nets","skq201713s","skq201713s-SE-20170912.1521.002","20170912.1155","2017/09/12 11:55:46","2017-09-12T11:55:46+0000"," & Tue Sep 12 16:33:00 2017"
683,Tue  12 Sep 2017 15:21:57 +0000,"20170912.1521.002","Tucker Trawl","recover","fish trawl sample","165","1"," 71.294414"," -150.664195","287","pAlatalo",,"skq201713s","skq201713s-SE-20170912.1521.003","20170912.1201","2017/09/12 12:01:31","2017-09-12T12:01:31+0000"," & Tue Sep 12 16:33:31 2017"
684,Tue  12 Sep 2017 19:36:20 +0000,"20170912.1936.001","UNCSW","service","NaN","NaN","NaN"," 71.288133"," -150.877468",,"eRoth","switched to clean strainer","skq201713s","skq201713s-SE-20170912.1936.001","20170912.1936","2017/09/12 19:36:20","2017-09-12T19:36:20+0000",
685,Wed  13 Sep 2017 06:06:53 +0000,"20170913.0606.001","Bongo Nets","deploy","DBO 6","166","1"," 71.541757"," -151.962543","583","pAlatalo","DBO 6.6","skq201713s","skq201713s-SE-20170913.0606.001","20170913.0512","2017/09/13 05:12:16","2017-09-13T05:12:16+0000"," & Wed Sep 13 06:07:22 2017"
686,Wed  13 Sep 2017 06:07:53 +0000,"20170913.0607.001","Bongo Nets","recover","DBO 6","166","1"," 71.534395"," -151.935867","583","pAlatalo",,"skq201713s","skq201713s-SE-20170913.0607.001","20170913.0532","2017/09/13 05:32:01","2017-09-13T05:32:00+0000",
687,Wed  13 Sep 2017 08:42:53 +0000,"20170913.0842.001","Bongo Nets","deploy","DBO 6","168","1"," 71.409708"," -152.078475","168","pAlatalo","DBO 6.4","skq201713s","skq201713s-SE-20170913.0842.001","20170913.0759","2017/09/13 07:59:16","2017-09-13T07:59:13+0000",
688,Wed  13 Sep 2017 08:43:28 +0000,"20170913.0843.001","Bongo Nets","recover","DBO 6","168","1"," 71.407140"," -152.060964","168","pAlatalo",,"skq201713s","skq201713s-SE-20170913.0843.001","20170913.0811","2017/09/13 08:11:01","2017-09-13T08:11:08+0000",
689,Wed  13 Sep 2017 12:41:54 +0000,"20170913.1241.001","Bongo Nets","deploy","DBO 6","171","1"," 71.211951"," -152.241239","40","pAlatalo","DBO 6.1","skq201713s","skq201713s-SE-20170913.1241.001","20170913.1106","2017/09/13 11:06:16","2017-09-13T11:06:16+0000"," & Wed Sep 13 12:42:53 2017"
690,Wed  13 Sep 2017 12:42:26 +0000,"20170913.1242.001","Bongo Nets","deploy","DBO 6","171","1"," 71.211322"," -152.224866","40","pAlatalo",,"skq201713s","skq201713s-SE-20170913.1242.001","20170913.1117","2017/09/13 11:17:31","2017-09-13T11:17:28+0000",
691,Wed  13 Sep 2017 14:06:55 +0000,"20170913.1406.001","Tucker Trawl","deploy","WDD","172","1"," 71.367712"," -152.361936","75m","pAlatalo","WDD1","skq201713s","skq201713s-SE-20170913.1406.001","20170913.1326","2017/09/13 13:26:01","2017-09-13T13:26:01+0000"," & Wed Sep 13 14:07:15 2017 & Wed Sep 13 14:08:48 2017"
692,Wed  13 Sep 2017 14:08:07 +0000,"20170913.1408.001","Tucker Trawl","deploy","WDD","172","1"," 71.367271"," -152.371342","75m","pAlatalo","1st net trips","skq201713s","skq201713s-SE-20170913.1408.001","20170913.1332","2017/09/13 13:32:16","2017-09-13T13:32:13+0000",
693,Wed  13 Sep 2017 14:09:27 +0000,"20170913.1409.001","Tucker Trawl","other","WDD","172","1"," 71.367120"," -152.374769","75m","pAlatalo","2nd messenger trips 2 & 3rd nets","skq201713s","skq201713s-SE-20170913.1409.001","20170913.1334","2017/09/13 13:34:46","2017-09-13T13:34:50+0000",
694,Wed  13 Sep 2017 14:10:03 +0000,"20170913.1410.001","Tucker Trawl","recover","WDD","172","1"," 71.366743"," -152.382182","75m","pAlatalo","WDD1","skq201713s","skq201713s-SE-20170913.1410.001","20170913.1339","2017/09/13 13:39:16","2017-09-13T13:39:22+0000",
695,Wed  13 Sep 2017 16:38:17 +0000,"20170913.1638.001","Tucker Trawl","deploy","WDD","174","1"," 71.402520"," -152.456597","126m","pAlatalo","WWD3","skq201713s","skq201713s-SE-20170913.1638.001","20170913.1504","2017/09/13 15:04:16","2017-09-13T15:04:13+0000",
696,Wed  13 Sep 2017 16:38:53 +0000,"20170913.1638.002","Tucker Trawl","other","WDD","174","1"," 71.402982"," -152.467363","126m","pAlatalo","1st net trips","skq201713s","skq201713s-SE-20170913.1638.002","20170913.1511","2017/09/13 15:11:01","2017-09-13T15:11:09+0000",
697,Wed  13 Sep 2017 16:39:25 +0000,"20170913.1639.001","Tucker Trawl","other","WDD","174","1"," 71.403170"," -152.473487","126m","pAlatalo","2nd messenger trips 2 & 3rd nets","skq201713s","skq201713s-SE-20170913.1639.001","20170913.1515","2017/09/13 15:15:01","2017-09-13T15:15:00+0000",
698,Wed  13 Sep 2017 16:40:02 +0000,"20170913.1640.001","Tucker Trawl","recover","WDD","174","1"," 71.403435"," -152.488517","126m","pAlatalo","WWD3","skq201713s","skq201713s-SE-20170913.1640.001","20170913.1524","2017/09/13 15:24:46","2017-09-13T15:24:49+0000",
699,Wed  13 Sep 2017 16:40:34 +0000,"20170913.1640.002","CTD911","deploy","WD ","176","176"," 71.442090"," -152.566729","88","cAshjian","WDD 5","skq201713s","skq201713s-SE-20170913.1640.002","20170913.1628","2017/09/13 16:30:16","2017-09-13T16:30:16+0000"," & Wed Sep 13 19:33:37 2017 & Thu Sep 14 01:08:10 2017"
700,Wed  13 Sep 2017 16:41:01 +0000,"20170913.1640.003","CTD911","recover","WD ","176","176"," 71.442085"," -152.566731","88","cAshjian","WDD5","skq201713s","skq201713s-SE-20170913.1641.001","20170913.1636","2017/09/13 16:36:01","2017-09-13T16:36:01+0000"," & Wed Sep 13 19:34:32 2017 & Thu Sep 14 01:08:44 2017"
701,Wed  13 Sep 2017 17:42:51 +0000,"20170913.1742.001","Tucker Trawl","deploy","WDD","176","1"," 71.440507"," -152.543969","88","cAshjian","WDD5","skq201713s","skq201713s-SE-20170913.1742.001","20170913.1655","2017/09/13 16:55:01","2017-09-13T16:55:00+0000",
702,Wed  13 Sep 2017 17:43:24 +0000,"20170913.1743.001","Tucker Trawl","other","WDD","176","1"," 71.441458"," -152.559284","88","cAshjian","First messenger trip","skq201713s","skq201713s-SE-20170913.1743.001","20170913.1704","2017/09/13 17:04:31","2017-09-13T17:04:30+0000",
703,Wed  13 Sep 2017 17:44:13 +0000,"20170913.1744.001","Tucker Trawl","other","WDD","176","1"," 71.442196"," -152.570705","88","cAshjian","Second messenger trip","skq201713s","skq201713s-SE-20170913.1744.001","20170913.1712","2017/09/13 17:12:16","2017-09-13T17:12:22+0000",
704,Wed  13 Sep 2017 18:53:23 +0000,"20170913.1853.001","Tucker Trawl","deploy","WDD","174","2"," 71.402357"," -152.456250","127","cAshjian","Second Tow at WDD3","skq201713s","skq201713s-SE-20170913.1853.001","20170913.1804","2017/09/13 18:04:46","2017-09-13T18:04:53+0000",
705,Wed  13 Sep 2017 18:53:52 +0000,"20170913.1853.002","Tucker Trawl","other","WDD","174","2"," 71.403666"," -152.473246","127","cAshjian","First messenger trip","skq201713s","skq201713s-SE-20170913.1853.002","20170913.1813","2017/09/13 18:13:31","2017-09-13T18:13:30+0000",
706,Wed  13 Sep 2017 18:55:01 +0000,"20170913.1854.001","Tucker Trawl","other","WDD","174","2"," 71.404720"," -152.485989","127","cAshjian","Second messenger trip, WDD3","skq201713s","skq201713s-SE-20170913.1855.001","20170913.1820","2017/09/13 18:20:46","2017-09-13T18:20:50+0000",
707,Wed  13 Sep 2017 18:55:35 +0000,"20170913.1855.001","Tucker Trawl","recover","WDD","174","2"," 71.405756"," -152.499748","127","cAshjian","Surface at WDD3","skq201713s","skq201713s-SE-20170913.1855.002","20170913.1828","2017/09/13 18:28:16","2017-09-13T18:28:24+0000",
708,Wed  13 Sep 2017 19:31:16 +0000,"20170913.1931.001","CTD911","deploy","WD ","177","177"," 71.349760"," -152.699624","97","cAshjian","WDD6","skq201713s","skq201713s-SE-20170913.1931.001","20170913.1913","2017/09/13 19:13:01","2017-09-13T19:13:01+0000"," & Thu Sep 14 01:09:34 2017"
709,Wed  13 Sep 2017 19:32:01 +0000,"20170913.1931.002","CTD911","recover","WD ","177","177"," 71.349762"," -152.699620","97","cAshjian","WDD6","skq201713s","skq201713s-SE-20170913.1932.001","20170913.1922","2017/09/13 19:22:46","2017-09-13T19:22:46+0000"," & Thu Sep 14 01:11:25 2017"
710,Wed  13 Sep 2017 20:24:25 +0000,"20170913.2024.001","CTD911","deploy","WD ","178","178"," 71.355146"," -152.716985","100","cAshjian","WDD7","skq201713s","skq201713s-SE-20170913.2024.001","20170913.1959","2017/09/13 19:59:46","2017-09-13T19:59:46+0000"," & Wed Sep 13 20:24:50 2017 & Thu Sep 14 01:18:17 2017"
711,Wed  13 Sep 2017 20:25:24 +0000,"20170913.2025.001","CTD911","recover","WD ","178","178"," 71.365957"," -152.717043","100","cAshjian","WDD7","skq201713s","skq201713s-SE-20170913.2025.001","20170913.2022","2017/09/13 20:22:01","2017-09-13T20:22:01+0000"," & Wed Sep 13 20:52:51 2017 & Thu Sep 14 01:12:44 2017"
712,Wed  13 Sep 2017 20:51:03 +0000,"20170913.2051.001","CTD911","deploy","WD ","179","179"," 71.382970"," -152.726154","103","cAshjian","WDD 8","skq201713s","skq201713s-SE-20170913.2051.001","20170913.2042","2017/09/13 20:42:01","2017-09-13T20:42:01+0000"," & Thu Sep 14 01:13:12 2017"
713,Wed  13 Sep 2017 20:51:35 +0000,"20170913.2051.002","CTD911","recover","WD ","179","179"," 71.382976"," -152.726130","103","cAshjian","WDD8","skq201713s","skq201713s-SE-20170913.2051.002","20170913.2049","2017/09/13 20:49:01","2017-09-13T20:49:01+0000"," & Thu Sep 14 01:13:35 2017"
714,Wed  13 Sep 2017 22:11:05 +0000,"20170913.2211.001","CTD911","deploy","WD ","180","180"," 71.399924"," -152.739004","105","cAshjian","WDD9","skq201713s","skq201713s-SE-20170913.2211.001","20170913.2159","2017/09/13 21:59:46","2017-09-13T21:59:46+0000"," & Thu Sep 14 01:14:06 2017"
715,Wed  13 Sep 2017 22:11:38 +0000,"20170913.2211.002","CTD911","recover","WD ","180","180"," 71.399928"," -152.739010","105","cAshjian","WDD9","skq201713s","skq201713s-SE-20170913.2211.002","20170913.2208","2017/09/13 22:08:01","2017-09-13T22:08:01+0000"," & Thu Sep 14 01:14:37 2017"
716,Wed  13 Sep 2017 23:15:37 +0000,"20170913.2315.001","CTD911","deploy","WD ","181","181"," 71.416304"," -152.750547","93","cAshjian","WDD10","skq201713s","skq201713s-SE-20170913.2315.001","20170913.2305","2017/09/13 23:05:01","2017-09-13T23:05:01+0000"," & Wed Sep 13 23:16:43 2017 & Thu Sep 14 01:15:06 2017 & Thu Sep 14 03:10:34 2017"
717,Wed  13 Sep 2017 23:16:18 +0000,"20170913.2316.001","CTD911","recover","WD ","181","181"," 71.416314"," -152.750509","93","cAshjian","WDD10","skq201713s","skq201713s-SE-20170913.2316.001","20170913.2312","2017/09/13 23:12:01","2017-09-13T23:12:01+0000"," & Thu Sep 14 01:15:57 2017"
718,Thu  14 Sep 2017 00:22:52 +0000,"20170914.0022.001","Tucker Trawl","deploy","WDD","179","1"," 71.381765"," -152.717077","107","cAshjian","WDD8","skq201713s","skq201713s-SE-20170914.0022.001","20170913.2101","2017/09/13 21:01:16","2017-09-13T21:01:15+0000",
719,Thu  14 Sep 2017 00:30:32 +0000,"20170914.0030.001","Tucker Trawl","other","WDD","179","1"," 71.383523"," -152.735740","107","cAshjian","First messenger trip","skq201713s","skq201713s-SE-20170914.0030.001","20170913.2113","2017/09/13 21:13:16","2017-09-13T21:13:10+0000",
720,Thu  14 Sep 2017 00:33:18 +0000,"20170914.0033.001","Tucker Trawl","other","WDD","179","1"," 71.384700"," -152.746210","107","cAshjian","Second messenger trip","skq201713s","skq201713s-SE-20170914.0033.001","20170913.2120","2017/09/13 21:20:01","2017-09-13T21:20:05+0000",
721,Thu  14 Sep 2017 00:40:37 +0000,"20170914.0040.001","Tucker Trawl","recover","WDD","179","1"," 71.386044"," -152.756553","107","cAshjian","WDD8","skq201713s","skq201713s-SE-20170914.0040.001","20170913.2127","2017/09/13 21:27:46","2017-09-13T21:27:40+0000",
722,Thu  14 Sep 2017 00:46:39 +0000,"20170914.0046.001","Tucker Trawl","recover","WDD","176","1"," 71.442590"," -152.581592","88","cAshjian","WDD5","skq201713s","skq201713s-SE-20170914.0046.001","20170913.1718","2017/09/13 17:18:16","2017-09-13T17:18:16+0000",
723,Thu  14 Sep 2017 00:48:30 +0000,"20170914.0048.001","Tucker Trawl","deploy","WDD","177","1"," 71.349501"," -152.689157","97","cAshjian","WDD6","skq201713s","skq201713s-SE-20170914.0048.001","20170913.1934","2017/09/13 19:34:01","2017-09-13T19:34:06+0000",
724,Thu  14 Sep 2017 00:49:03 +0000,"20170914.0049.001","Tucker Trawl","deploy","WDD","177","1"," 71.349473"," -152.699014","97","cAshjian","First messenger trip","skq201713s","skq201713s-SE-20170914.0049.001","20170913.1941","2017/09/13 19:42:01","2017-09-13T19:41:55+0000",
725,Thu  14 Sep 2017 00:51:52 +0000,"20170914.0051.001","Tucker Trawl","deploy","WDD","177","1"," 71.349492"," -152.703006","97","cAshjian","Second messenger trip","skq201713s","skq201713s-SE-20170914.0051.001","20170913.1945","2017/09/13 19:45:16","2017-09-13T19:45:12+0000",
726,Thu  14 Sep 2017 00:52:30 +0000,"20170914.0052.001","Tucker Trawl","recover","WDD","177","1"," 71.349552"," -152.711035","97","cAshjian","WDD6","skq201713s","skq201713s-SE-20170914.0052.001","20170913.1951","2017/09/13 19:51:31","2017-09-13T19:51:37+0000",
730,Thu  14 Sep 2017 00:59:46 +0000,"20170914.0059.002","Tucker Trawl","recover","WDD","179","1"," 71.386044"," -152.756553","107","cAshjian","WDD8","skq201713s","skq201713s-SE-20170914.0059.002","20170913.2127","2017/09/13 21:27:46","2017-09-13T21:27:40+0000",
731,Thu  14 Sep 2017 01:01:15 +0000,"20170914.0101.001","Tucker Trawl","deploy","WDD","180","1"," 71.400584"," -152.738701","105","cAshjian","WDD9","skq201713s","skq201713s-SE-20170914.0101.001","20170913.2212","2017/09/13 22:12:31","2017-09-13T22:12:31+0000",
732,Thu  14 Sep 2017 01:01:47 +0000,"20170914.0101.002","Tucker Trawl","other","WDD","180","1"," 71.397854"," -152.742176","105","cAshjian","First messenger trip","skq201713s","skq201713s-SE-20170914.0101.002","20170913.2230","2017/09/13 22:30:46","2017-09-13T22:30:43+0000",
733,Thu  14 Sep 2017 01:02:15 +0000,"20170914.0102.001","Tucker Trawl","other","WDD","180","1"," 71.397435"," -152.750582","105","cAshjian","Second messenger trip","skq201713s","skq201713s-SE-20170914.0102.001","20170913.2236","2017/09/13 22:36:01","2017-09-13T22:36:00+0000",
734,Thu  14 Sep 2017 01:02:49 +0000,"20170914.0102.002","Tucker Trawl","recover","WDD","180","1"," 71.396828"," -152.762812","105","cAshjian","WDD9","skq201713s","skq201713s-SE-20170914.0102.002","20170913.2243","2017/09/13 22:43:46","2017-09-13T22:43:46+0000",
735,Thu  14 Sep 2017 05:03:23 +0000,"20170914.0503.001","CTD911","deploy","4","24","024"," 71.227998"," -150.286008","139","cAshjian","WPNT 4.5","skq201713s","skq201713s-SE-20170914.0503.001","20170901.0202","2017/09/01 02:01:53","2017-09-01T02:02:00+0000",
736,Thu  14 Sep 2017 05:06:10 +0000,"20170914.0506.001","CTD911","recover","3","48","048"," 71.078755"," -150.807541","24","cAshjian","WPNT 3.9","skq201713s","skq201713s-SE-20170914.0506.001","20170902.1426","2017/09/02 14:25:53","2017-09-02T14:26:00+0000",
737,Thu  14 Sep 2017 05:13:23 +0000,"20170914.0513.001","CTD911","deploy","2","54","054"," 71.378359"," -151.044940","233","cAshjian","WPNT 2.3","skq201713s","skq201713s-SE-20170914.0513.001","20170903.1002","2017/09/03 10:01:53","2017-09-03T10:02:00+0000",
738,Thu  14 Sep 2017 05:17:06 +0000,"20170914.0517.001","CTD911","deploy","2","57","057"," 71.288052"," -151.100645","58","cAshjian","WPNT 2.5","skq201713s","skq201713s-SE-20170914.0517.001","20170903.1302","2017/09/03 13:01:53","2017-09-03T13:02:00+0000",
739,Thu  14 Sep 2017 06:35:39 +0000,"20170914.0635.001","CTD911","deploy","DBO","166","166"," 71.537339"," -151.948342","577","sOkkonen","DBO 6.6","skq201713s","skq201713s-SE-20170914.0635.001","20170913.0428","2017/09/13 04:28:01","2017-09-13T04:28:01+0000"," & Thu Sep 14 06:38:53 2017"
740,Thu  14 Sep 2017 06:36:52 +0000,"20170914.0636.001","CTD911","recover","DBO","166","166"," 71.537339"," -151.948323","577","sOkkonen","DBO 6.6","skq201713s","skq201713s-SE-20170914.0636.001","20170913.0452","2017/09/13 04:52:01","2017-09-13T04:52:01+0000"," & Thu Sep 14 06:39:28 2017"
741,Thu  14 Sep 2017 06:37:46 +0000,"20170914.0637.001","CTD911","deploy","DBO","167","167"," 71.471758"," -152.002736","247","sOkkonen","DBO 6.5","skq201713s","skq201713s-SE-20170914.0637.001","20170913.0621","2017/09/13 06:21:01","2017-09-13T06:21:00+0000",
742,Thu  14 Sep 2017 06:38:16 +0000,"20170914.0638.001","CTD911","recover","DBO","167","167"," 71.471755"," -152.002715","247","sOkkonen","DBO6.5","skq201713s","skq201713s-SE-20170914.0638.001","20170913.0635","2017/09/13 06:35:01","2017-09-13T06:35:00+0000",
743,Thu  14 Sep 2017 06:40:14 +0000,"20170914.0640.001","CTD911","deploy","DBO","168","168"," 71.406344"," -152.057660","168","sOkkonen","DBO 6.4","skq201713s","skq201713s-SE-20170914.0640.001","20170913.0723","2017/09/13 07:23:01","2017-09-13T07:23:00+0000",
744,Thu  14 Sep 2017 06:40:47 +0000,"20170914.0640.002","CTD911","recover","DBO","168","168"," 71.406343"," -152.057688","168","sOkkonen","DBO 6.4","skq201713s","skq201713s-SE-20170914.0640.002","20170913.0737","2017/09/13 07:37:01","2017-09-13T07:37:00+0000",
745,Thu  14 Sep 2017 06:41:35 +0000,"20170914.0641.001","CTD911","deploy","DBO","169","169"," 71.341002"," -152.109951","70","sOkkonen","DBO 6.3","skq201713s","skq201713s-SE-20170914.0641.001","20170913.0900","2017/09/13 08:59:46","2017-09-13T09:00:00+0000",
746,Thu  14 Sep 2017 06:42:13 +0000,"20170914.0642.001","CTD911","recover","DBO","169","169"," 71.341005"," -152.109923","70","sOkkonen","DBO 6.3","skq201713s","skq201713s-SE-20170914.0642.001","20170913.0905","2017/09/13 09:05:01","2017-09-13T09:05:00+0000",
747,Thu  14 Sep 2017 06:43:10 +0000,"20170914.0643.001","CTD911","deploy","DBO","170","170"," 71.275744"," -152.163722","51","sOkkonen","DBO 6.2","skq201713s","skq201713s-SE-20170914.0643.001","20170913.0956","2017/09/13 09:56:01","2017-09-13T09:56:01+0000",
748,Thu  14 Sep 2017 06:44:01 +0000,"20170914.0643.002","CTD911","recover","DBO","170","170"," 71.275755"," -152.163670","51","sOkkonen","DBO 6.2","skq201713s","skq201713s-SE-20170914.0644.001","20170913.1000","2017/09/13 09:59:46","2017-09-13T10:00:00+0000",
749,Thu  14 Sep 2017 06:45:12 +0000,"20170914.0645.001","CTD911","deploy","DBO","171","171"," 71.210673"," -152.217867","40","sOkkonen","DBO 6.1","skq201713s","skq201713s-SE-20170914.0645.001","20170913.1045","2017/09/13 10:45:01","2017-09-13T10:45:00+0000",
750,Thu  14 Sep 2017 06:45:57 +0000,"20170914.0645.002","CTD911","recover","DBO","171","171"," 71.210678"," -152.217823","40","sOkkonen","DBO 6.1","skq201713s","skq201713s-SE-20170914.0645.002","20170913.1050","2017/09/13 10:50:01","2017-09-13T10:50:01+0000",
751,Thu  14 Sep 2017 06:46:49 +0000,"20170914.0646.001","CTD911","deploy","WDD","172","172"," 71.366552"," -152.383528","80","sOkkonen","WDD1","skq201713s","skq201713s-SE-20170914.0646.001","20170913.1300","2017/09/13 12:59:46","2017-09-13T13:00:00+0000",
